IID	Sex	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG02040	1	0.0380595	-0.0171619	-0.0635564	-0.0160159	0.00372356	0.0124474	-0.0157782	-0.01911	-0.0203196	0.0061854
HG02047	1	0.0426623	-0.0258611	-0.0807731	-0.0115604	-0.025477	-0.0120673	0.0218769	-0.00636227	-0.0142943	0.0206692
HG02048	2	0.043244	-0.0162101	-0.0462572	0.0306527	0.00878778	-0.00400628	0.016744	-0.0466503	0.0012631	0.0173317
HG02049	2	0.0450655	-0.0217852	-0.0681359	-0.00352955	0.0168536	-0.0107547	0.0210241	0.00843936	-0.0213265	0.00602427
HG02050	1	0.0416909	-0.0207753	-0.0769009	0.0101525	-0.0180813	-0.0339623	0.0234829	-0.011607	-0.0400532	0.0823091
HG02057	2	0.0408079	-0.0203514	-0.0540472	-0.00171252	-0.0142108	0.00619775	-0.0251479	0.00339091	-0.00777519	-0.00764631
HG02058	1	0.0388704	-0.0254433	-0.0692946	0.0143974	-0.0281933	-0.0386001	0.0362145	-0.0376242	-0.0176435	-0.0465281
HG02060	2	0.042126	-0.0259149	-0.083988	0.0202595	0.0025596	-0.0223846	0.0283662	0.0751055	0.0175719	0.0315339
HG02061	1	0.0389732	-0.0186741	-0.0835665	0.0140596	-0.00503557	-0.00998863	-0.0168255	0.0580263	0.0466662	0.0343388
HG02064	1	0.0437777	-0.0207633	-0.0619024	0.00918577	0.031568	-0.00806108	0.0164672	0.00485313	-0.0307314	-0.00532596
HG02067	1	0.0426955	-0.0207817	-0.101847	0.0189227	-0.0253717	0.0014605	0.00958174	-0.00939726	0.0117947	0.0447288
HG02069	2	0.040754	-0.0258358	-0.0852031	0.0106395	0.00278491	0.0161773	0.0191972	-0.00121872	-0.0374357	-0.002786
HG02070	1	0.0414163	-0.0232916	-0.0692202	0.00194275	-0.00892192	-0.00563118	-0.00744364	0.0484265	-0.0266891	-0.0118754
HG02072	2	0.0402489	-0.0194667	-0.0695487	0.0202208	-0.0102984	-0.00724237	0.032989	0.024969	-0.0145785	0.0350901
HG02073	1	0.0401214	-0.0140876	-0.0428045	0.00372557	-0.015462	-0.0123018	0.0203962	0.000237137	-0.0342206	0.0500394
HG02075	2	0.0411201	-0.016385	-0.0930533	0.00836703	-0.00933475	0.0197082	0.00358165	0.0558174	-0.0557974	0.0776354
HG02076	1	0.0429499	-0.0202169	-0.0740742	-0.025495	-0.0137952	-0.00480121	-0.0106294	0.00142616	0.00710762	0.0198353
HG02078	2	0.0445497	-0.027049	-0.0625587	0.00619921	-0.00601948	-0.0449423	-0.00515057	-0.0182094	0.00418543	0.0232818
HG02079	1	0.0428533	-0.0166478	-0.0605865	0.0259875	-0.0132754	0.00160437	0.00230385	0.0190741	-0.0126785	-0.0400892
HG02081	2	0.04372	-0.0196244	-0.0896251	0.0145269	-0.0309883	-0.0310749	-0.0163725	0.00599993	0.0121002	-0.00660017
HG02082	1	0.0231317	0.00671281	-0.0535721	-0.00282213	0.0111806	-0.0211793	-0.0327158	-0.0047039	-0.0197529	0.0124731
HG02084	2	0.0411883	-0.0238318	-0.058655	-0.0111099	0.0103806	-0.00298179	-0.0048573	-0.0357404	-0.0151925	0.00935592
HG02085	1	0.0442194	-0.0181568	-0.071565	-0.000135515	0.00466661	-0.0157108	0.0042005	-0.0259686	-0.0211817	0.0154472
HG02086	2	0.0424543	-0.0224594	-0.075828	-0.00686138	-0.0307296	-0.00199765	0.0346274	0.00559599	-0.025454	0.0583628
HG02087	2	0.0426272	-0.0224949	-0.0672964	0.0230959	0.00185364	0.00244138	0.0133526	0.00617289	0.0340791	-0.00544947
HG02088	1	0.0427272	-0.0157549	-0.0563009	-0.00992775	-0.0108237	0.010031	0.010186	0.0130508	0.0107417	-0.00784191
HG02113	2	0.0407508	-0.0218042	-0.0720491	0.0239436	-0.0227384	-0.0265897	0.0263218	0.0441814	0.000778854	0.00624182
HG02116	1	0.0403386	-0.0183328	-0.0692153	0.0130338	0.030454	-0.00881359	0.0101291	-0.0154912	-0.00321355	-0.0135769
HG02121	2	0.0443426	-0.0278842	-0.0503663	-0.00460198	0.00158014	-0.0273766	0.0213413	0.00589499	0.015848	-0.04923
HG02122	1	0.018437	0.0128512	-0.0251789	-0.0108849	0.0321453	-0.00210826	-0.0216949	-0.00842393	-0.0251446	-0.0168686
HG02127	2	0.0428989	-0.0238774	-0.0673984	-0.0028625	-0.0093083	-0.0534526	-0.00312982	0.0141954	-0.0165782	0.0400707
HG02128	1	0.041852	-0.01994	-0.0912189	-0.00480879	-0.00943891	-0.0027362	0.00982781	0.00637855	0.0233118	0.0142838
HG02130	2	0.0434708	-0.0234905	-0.0992294	0.00891554	-0.009083	-0.0168894	0.00596297	0.0282838	0.0353183	-0.0199571
HG02131	1	0.0421768	-0.0296804	-0.0576954	0.0229453	-0.01332	-0.050366	0.0606757	0.0456446	0.00665515	-0.0469189
HG02133	2	0.045701	-0.0246079	-0.0886851	-0.010541	-0.0190727	-0.00483738	0.0392941	-0.00165588	0.018466	0.0191881
HG02134	1	0.0417937	-0.0176462	-0.0837342	0.00449491	-0.0282841	0.0244494	-0.0165082	-0.0530315	-0.0153138	-0.00571878
HG02136	2	0.0419736	-0.0191905	-0.0948938	-0.0192502	-0.0468838	0.00271063	0.0437119	0.0305366	-0.00363679	0.0212379
HG02137	1	0.0417669	-0.0195644	-0.0559785	0.0135126	-0.0117437	0.00118184	0.035125	0.00296403	0.0512535	0.0297915
HG02138	1	0.0437075	-0.019959	-0.105771	0.0104017	-0.000979281	-0.0027708	0.0240608	0.00136819	-0.00939407	-0.0588041
HG02139	2	0.0430846	-0.0208689	-0.0548466	-0.0108554	0.00234219	0.0103448	0.015578	0.00129747	0.0171493	0.0184385
HG02140	2	0.0386995	-0.0159211	-0.0895327	0.0289721	-0.00155883	-0.00708914	0.0322298	-0.0119254	0.048189	0.0231047
HG02141	1	0.0394357	-0.0167557	-0.0740851	0.0109115	-0.0160072	-0.0279538	0.0107672	0.0247722	0.018067	0.0142516
HG02142	2	0.0341344	-0.0125289	-0.0742203	-0.00377023	0.00931147	-0.0184648	-0.0018367	0.0241549	0.00722426	-0.0445842
HG02151	2	0.0555594	-0.0388789	0.0834409	0.0223881	-0.134972	-0.00725591	0.00514436	-0.155502	-0.126067	0.0625713
HG02152	2	0.0560253	-0.0369256	0.0707695	0.00861103	0.00913498	-0.0162777	-0.0367336	-0.0157347	-0.0138148	-0.0268108
HG02153	2	0.0486135	-0.0298802	0.0507943	-0.00349687	-0.0847669	-0.0411403	0.0115114	-0.0176805	-0.00344087	-0.114708
HG02154	2	0.05325	-0.0347762	0.0702832	0.0311889	-0.00884957	-0.0283101	-0.0557126	0.0737788	0.143486	-0.055039
HG02155	2	0.0491616	-0.0371408	0.0543004	0.00618857	0.00143399	0.0448299	-0.0392848	-0.00476628	-0.00420179	-0.0245692
HG02156	2	0.0530875	-0.0405222	0.14607	0.0471566	-0.432703	-0.15406	-0.021509	-0.0594925	-0.00678455	0.110134
HG02164	2	0.0481791	-0.0325403	0.0291239	-0.0348442	-0.0141862	0.0182758	0.0228584	0.00218001	-0.0283807	-0.0419375
HG02165	2	0.045036	-0.0275926	0.00293521	0.0303305	0.0113259	-0.0095651	0.00979872	0.0442591	0.0218425	-0.0182554
HG02166	2	0.0560069	-0.0299367	0.0708011	0.00176115	0.0411333	0.00338821	-0.0424407	0.0290939	0.0998021	-0.0669956
HG02178	2	0.0547333	-0.0384223	0.0439236	0.00362177	0.0423718	-0.00809508	-0.016763	-0.0262244	0.0403528	0.0423249
HG02179	2	0.0488116	-0.0316289	0.0563877	0.0276171	0.0479669	0.0837012	0.208349	-0.27681	0.43056	0.116585
HG02180	2	0.0515194	-0.0354537	0.0612582	0.011075	0.0114907	0.00617556	0.00259058	-0.0245621	-0.0344617	0.0103681
HG02181	2	0.0554591	-0.0333825	0.0485872	0.00573772	0.0207749	-0.00364446	0.024786	-0.0186362	0.0166738	-0.0531119
HG02182	2	0.0526011	-0.0409653	0.0908921	0.0432534	-0.20156	-0.0584612	-0.0379956	-0.0611123	0.00534064	-0.0367456
HG02184	2	0.0529783	-0.0325876	0.0430594	0.0276859	0.00641691	-0.00369976	-0.0142267	0.032012	-0.015496	-0.0336254
HG02185	2	0.0505112	-0.0288712	0.0513613	0.0236997	0.0217469	0.0310836	0.0182954	-0.089325	-0.0783547	-0.0492154
HG02186	2	0.050905	-0.0338267	0.0486368	0.00895539	-0.00466712	-0.00722837	-0.0180633	0.0272792	0.0485826	-0.0517102
HG02187	2	0.0539753	-0.0309062	0.0312852	-0.00942352	0.0284143	0.010877	-0.0404813	-0.0108624	0.0191644	-0.0552736
HG02188	2	0.0563821	-0.0378711	0.0730359	0.0248232	-0.16155	-0.061338	-0.00876665	-0.00109239	-0.0369855	-0.0306951
HG02190	2	0.053584	-0.0311467	0.0508981	-0.00961704	-0.013135	0.0493988	0.0102596	0.0125173	0.00233536	-0.0448775
HG02250	1	0.0533102	-0.0362547	0.0711696	-0.0284182	0.0666382	-0.0153082	0.000160789	-0.0413457	-0.0225046	-0.0955926
HG02351	1	0.0528608	-0.0442529	0.016358	-0.000947534	0.00603962	-0.00883711	0.0129784	-0.0166079	-0.0513928	-0.006096
HG02353	1	0.0556695	-0.0382332	0.12519	-0.0786327	0.188959	-0.396722	0.0741103	0.057966	-0.0566886	0.160277
HG02355	1	0.0536358	-0.0375412	0.0297604	0.00414414	0.0239513	0.0125262	-0.020497	0.0017321	-0.000991498	-0.00200615
HG02356	1	0.0569508	-0.0366794	0.116047	-0.0301077	0.196237	-0.274708	0.0463503	0.0552496	-0.00355319	0.129213
HG02360	1	0.0483287	-0.0305852	0.0265875	0.0187693	0.00473153	0.0111211	-0.0300855	-0.0298232	0.0371025	-0.0370133
HG02364	1	0.054652	-0.0361402	0.0420144	0.00512502	0.0121453	-0.00486136	0.0136576	0.00165297	0.0203303	-0.0167574
HG02367	1	0.0548416	-0.0386245	0.0189605	-0.0141598	-0.00219759	0.0172428	-0.0176802	0.00254081	0.0204366	-0.0210168
HG02371	1	0.0563136	-0.0323073	0.02666	0.00425931	-0.0187903	-0.0024346	-0.0157929	0.0267055	-0.00556611	-0.0532465
HG02373	1	0.0528728	-0.0406282	0.0629093	-0.018641	0.0313316	0.0391952	0.0332163	-0.0112293	-0.00234024	-0.0242116
HG02374	1	0.0510826	-0.0272866	0.045381	0.018306	0.0286809	0.00786799	-0.0274936	0.00759047	0.00388203	-0.0643477
HG02375	1	0.0592717	-0.047701	0.0505329	-0.0186919	0.059848	0.0137414	-0.0241229	0.000895052	0.0218114	-0.000892404
HG02379	1	0.0539701	-0.0423694	0.1434	-0.0779541	0.26587	-0.449636	0.066953	0.0560992	-0.0314895	0.187649
HG02380	1	0.0563051	-0.0409316	0.165411	0.0508823	-0.546732	-0.196908	-0.0345333	-0.0579201	0.0198328	0.135828
HG02382	1	0.0524224	-0.0330668	0.0332734	-0.00404487	0.0262565	0.00373787	-0.0391514	0.0401996	-0.016117	-0.0265238
HG02383	1	0.0553746	-0.0374166	0.0627553	0.0302575	-0.00454278	-0.00265744	-0.00654469	-0.0126274	0.0235632	-0.0172053
HG02384	1	0.0556747	-0.0349538	0.045216	0.00958334	0.0391574	0.0229975	0.0044475	0.00746347	-0.0120223	-0.0362028
HG02385	1	0.0529436	-0.0359815	0.0857335	-0.0379623	0.0534094	0.0182557	-0.048844	-0.00411398	0.0101717	-0.0312867
HG02386	1	0.0427647	-0.0218045	0.0490678	-0.0248113	0.0646298	-0.187313	0.0478775	0.0513837	-0.0177846	0.0308264
HG02389	1	0.0535051	-0.0274455	0.0568864	0.025044	0.0214582	0.00438354	-0.0128317	0.00223968	-0.0103706	-0.0156514
HG02390	1	0.0519181	-0.0376871	0.0389644	0.0131945	0.0111357	0.00349776	-0.0214746	0.00506287	-0.00591986	-0.0714167
HG02391	1	0.0549801	-0.0396096	0.0481314	0.0253816	0.0313156	0.0156969	-0.0297429	-0.0188725	0.0465835	-0.0335642
HG02392	1	0.0514931	-0.0337429	0.0257887	0.000664616	0.00332931	-0.0067145	-0.0135209	0.0116835	-0.041943	-0.0388706
HG02394	1	0.0566885	-0.0324724	0.0489462	0.00426111	0.0250504	-0.00812603	-0.00987243	0.0320694	0.0229766	-0.119492
HG02395	1	0.0529621	-0.0379434	0.055244	-0.0105192	-0.0163921	0.0183144	-0.0205886	0.000154306	0.054908	-0.0319459
HG02396	1	0.0568094	-0.039247	0.0210577	0.010455	0.00362743	0.00768735	-0.0392219	0.00461476	0.0402972	-0.0381984
HG02397	1	0.0494955	-0.0341137	0.0555759	0.0273275	0.0493495	0.0198566	0.0247377	-0.0352805	0.00419459	-0.0860213
HG02398	1	0.0536857	-0.0289272	0.0382851	0.00483016	0.0204918	-0.0242666	-0.0468343	-0.0407205	0.0147003	-0.0232481
HG02399	1	0.0549394	-0.0312876	0.0191297	-0.0219089	0.014384	0.0324603	-0.0111267	0.00294628	-0.0200469	-0.0858751
HG02401	1	0.0519787	-0.0358363	0.0510624	0.00573419	0.0141931	0.00684865	-0.00981114	-0.0052564	-0.0143747	-0.0391077
HG02402	1	0.0551271	-0.0349589	0.075213	0.0197292	0.0188434	0.0488698	-0.00438303	-0.00632414	-0.0182894	-0.0328509
HG02406	1	0.0517134	-0.0328009	0.0402279	0.00951868	-0.016424	0.015667	0.0111382	0.0367328	0.000262376	-0.0137377
HG02407	1	0.0536066	-0.0239414	0.0349422	-0.00242496	-0.0044982	0.0060712	-0.00288021	-0.0102441	-0.0249228	-0.0303522
HG02408	1	0.05622	-0.0375605	0.0479642	0.00517699	0.00788567	0.0324235	-0.0276307	0.026937	0.0269126	-0.0394955
HG02409	1	0.0533533	-0.0368684	0.0395148	0.0121591	-0.0104012	0.0457853	0.0103204	0.00471005	-0.0274351	-0.0488712
HG02410	1	0.0523732	-0.0397749	0.0429901	-0.014181	0.00553938	-0.010354	-0.0218705	0.00390168	0.00659819	-0.0605799
HG02512	1	0.0400056	-0.0180563	-0.0560477	0.0183435	0.0252795	-0.0405186	-0.00360177	0.0116543	-0.0297002	-0.0302439
HG02513	2	0.0485826	-0.0226839	-0.0144901	0.00679448	0.0277797	0.00987362	-0.0445029	-0.0168638	0.0330255	0.00194584
HG02521	1	0.0400714	-0.022436	-0.0744175	0.0109422	-0.00970228	-0.00810351	-0.000909058	-0.024388	-0.0199316	0.0618956
HG02522	2	0.0431895	-0.0262402	-0.0812095	-0.000557975	0.0343381	-0.0186082	0.0351586	-0.0278322	-0.00504891	0.0736696
NA18525	2	-0.0153553	0.0619011	0.00931773	0.00339449	-0.00455491	-0.022987	0.0104564	-0.0154815	0.0387538	-0.0401759
NA18526	2	-0.00211215	0.0487223	-0.00380642	0.0272849	-0.0126126	-0.0137178	-0.0476227	0.00551834	0.00534803	0.0151031
NA18528	2	-0.0322676	0.0662381	0.0191585	0.0308801	-0.0288023	-0.0129776	0.0871984	-0.00520571	0.0627097	-0.0711508
NA18530	1	-0.0282622	0.0725669	0.0332775	0.034737	0.000677606	0.00692398	0.0499043	-0.00626307	0.0114495	-0.0209973
NA18531	2	-0.0324267	0.0731111	-0.00910322	-0.00114427	-0.00875299	0.0016108	0.0787243	-0.00495476	-0.0279453	-0.0348042
NA18532	2	-0.0186012	0.0621053	0.0156563	-0.0030949	0.0100012	0.0144777	-0.00539677	-0.00590368	-0.029985	0.0255558
NA18533	2	-0.00281768	0.0435626	-0.00294444	-0.00158761	-0.017762	0.0142632	0.0142765	0.021508	0.024274	-0.0212151
NA18534	1	-0.0250528	0.0713775	0.0110204	0.0451407	0.0183215	-0.0152036	0.0390967	-0.00544988	0.034838	0.0245831
NA18535	2	-0.0308534	0.0665387	0.00268338	0.0180952	0.00944425	-0.0288932	0.0598875	-0.00684108	0.0275117	-0.0420434
NA18536	1	-0.00459451	0.0554545	-0.00236984	0.0286321	0.00829623	-0.00792584	-0.000867603	0.00300896	-0.0327354	-0.0636146
NA18537	2	-0.0231469	0.0614663	0.00745487	0.0293016	-0.0104725	0.00759284	0.0301345	-0.042886	-0.0305375	0.0118706
NA18538	2	-0.0305194	0.062925	-0.0074542	0.0403478	0.00786571	4.57973e-05	0.0486536	0.0257565	0.00162508	-0.0771498
NA18539	2	-0.0346005	0.0726449	0.0280851	0.0328624	-0.0287202	-0.0438599	0.0629805	-0.00158122	-0.0371497	-0.0181415
NA18541	2	-0.0307265	0.0747849	0.00344707	0.0222374	-0.000272076	-0.0158218	0.069853	0.013331	0.0117548	-0.0400021
NA18542	2	-0.0342693	0.0677839	0.0114557	0.0307122	-0.0141562	-0.0395452	0.0656456	0.0186282	0.030557	-0.0768591
NA18543	1	0.000405518	0.0398274	-0.00233406	-0.00079127	0.00665706	0.00834342	-0.00209567	-0.0333726	0.023472	0.0559013
NA18544	1	-0.0292088	0.067112	0.00875933	0.0140185	-0.0171827	0.000298977	0.0324366	0.0208533	0.00224223	0.029619
NA18545	2	8.21134e-05	0.0405159	0.0326865	-0.00124044	0.00194468	0.0106255	-0.0313799	0.0247824	0.00265817	-0.0262105
NA18546	1	-0.0308399	0.0681909	0.000516998	0.0312406	-0.00299717	-0.0275551	0.0621995	0.018896	0.00893565	0.0209911
NA18547	2	-0.0306774	0.067301	0.0150957	0.0346148	0.00823781	-0.0321991	0.0435821	0.0181845	0.0313114	0.010585
NA18548	1	-0.0317992	0.0726888	0.010285	0.0298544	0.00120593	-0.0193552	0.0327451	-0.0156394	0.00504659	-0.0382006
NA18549	1	0.00255195	0.0383464	0.0241266	-0.0197407	0.0296583	0.0354973	-0.0303616	0.0115949	-0.00398982	0.00150203
NA18550	2	0.0264254	0.0107278	-0.00514032	-0.021571	0.0249149	0.00571423	-0.0546747	-0.0254725	0.00183277	-0.0296273
NA18552	2	-0.00993952	0.0535294	-0.00432079	0.0231068	0.0134698	-0.0135652	-0.00162073	0.0149724	0.013307	-0.0468476
NA18553	2	-0.0275777	0.048778	-0.00893909	0.0181215	-0.000596549	-0.0154874	0.0204255	0.00585584	-0.039139	-0.0516843
NA18555	2	-0.00688661	0.044844	0.00186282	-0.00347479	-0.0162103	-0.0179791	0.0212663	-0.024232	-0.0206442	-0.062798
NA18557	1	-0.0332388	0.066829	0.0183784	0.0306573	-0.01586	0.00479009	0.0405991	0.0113378	-0.0206331	-0.0309843
NA18558	1	-0.0310481	0.0634928	0.0237104	0.00266194	-0.0138188	-0.0391115	0.0214338	-0.00667438	-0.0193127	-0.0551454
NA18559	1	-0.0169169	0.0602224	0.00672611	-0.00832903	0.0141292	-0.0230331	0.00280942	0.0135914	0.0135242	-0.00425598
NA18560	2	0.0013618	0.0476289	-0.00689797	-0.00378327	0.0110902	-0.00155649	0.00355216	0.00980012	0.0311058	-0.049353
NA18561	1	-0.0292163	0.0715468	0.00783244	0.0287887	-0.0161498	-0.00689188	0.0537544	0.0194105	0.00850242	-0.0599256
NA18562	1	-0.0327077	0.0707049	-0.00600262	0.0219162	-0.0145082	0.0247695	0.0350582	-0.00468606	-0.00360664	-0.0416216
NA18563	1	-0.031601	0.0734462	0.00414922	0.0150552	-0.000635257	-0.0142945	0.0592039	0.000445574	0.0088942	0.00619894
NA18564	2	-0.0326618	0.0720322	0.0131726	-0.0283084	-0.0042858	0.0121739	0.0902444	-0.0110946	-0.0130485	-0.0241846
NA18565	2	0.000871798	0.0385828	0.019859	-0.00623546	-0.000653133	0.00426929	-0.0323907	0.0358053	-0.0101454	0.0157772
NA18566	2	-0.0279892	0.0681055	0.0184096	0.00178086	0.00455763	-0.0235886	0.0445931	-0.0246812	0.00271332	-0.0278631
NA18567	2	-0.0265532	0.0680206	0.0078855	0.0206959	0.000313114	-0.0179246	0.0405936	-0.002914	-0.0102639	-0.0473936
NA18570	2	-0.00414897	0.045034	0.00648669	0.00784829	-0.00841808	0.025545	-0.00389286	-0.0360957	-0.0281247	0.035793
NA18571	2	0.00126354	0.0326688	0.0238988	0.0151832	-0.000459971	-0.00176663	0.0222757	0.00724008	-0.0153199	0.0101651
NA18572	1	-0.0310771	0.0755838	0.0184801	0.024597	-0.00939941	-0.00966558	0.0058599	0.0391648	-0.00876979	-0.00301178
NA18573	2	-0.00346661	0.0482845	-0.00923968	-0.00916178	-0.011461	0.00967812	0.0035431	-0.00199149	-0.0275349	0.000350275
NA18574	2	-0.0336158	0.0717327	-0.000923706	0.024493	-0.028582	0.000123881	0.077653	-0.0483309	0.0158243	-0.0372073
NA18577	2	-0.0190692	0.0628444	0.0184896	0.00180395	0.00028656	0.00820476	-0.00967291	-0.00684023	0.00600478	-0.0142013
NA18579	2	-0.0313189	0.0693833	0.0035834	0.0289351	-0.0157316	-0.0191392	0.043679	0.0177461	0.00315233	-0.029148
NA18582	2	0.00249251	0.0382157	0.0118396	-0.0249208	-0.0132531	0.00927392	0.020462	-0.00375038	0.0369208	-0.00844741
NA18591	2	-0.000337856	0.0533527	0.00705504	-0.0171495	-0.0264573	0.0417251	-0.0421578	0.0139337	0.00668624	0.0420562
NA18592	2	-0.0286715	0.0672628	-0.0133723	0.0280718	-0.00726367	-0.0120031	0.075996	0.00786137	0.00856394	-0.00603831
NA18593	2	-0.022276	0.0591806	0.0117605	0.0324196	-0.0240804	-0.0056483	0.0250002	-0.00296216	0.00596541	-0.041248
NA18595	2	-0.0333067	0.0704176	0.0225812	0.043262	-0.00181137	0.0198341	0.0379655	-0.0366775	0.00215668	0.0110837
NA18596	2	-0.0321474	0.0774769	0.0339915	0.0287947	-0.0136256	-0.0361928	0.0912017	0.0208978	0.0219572	0.00514934
NA18597	2	-0.0294961	0.0681049	0.0169292	0.0209184	-0.0219055	-0.00467496	0.0280852	0.00926648	-0.00958038	-0.0302348
NA18599	2	-0.032853	0.0727198	-0.00854675	0.000866173	-0.00942372	-0.00481273	0.0821405	0.013031	0.0272502	0.0144762
NA18602	2	-0.0278797	0.0715595	0.00263769	0.0149114	-0.0172264	-0.0513815	0.0240066	0.027382	0.00429887	0.00241321
NA18603	1	-0.0100573	0.0558422	0.00221717	-0.00463645	-0.0193317	-0.0163674	0.0291964	-0.0605407	0.0135415	0.0122555
NA18605	1	-0.0296122	0.0680858	-0.020025	0.0148642	0.00536119	-0.010272	0.0352873	0.0280723	0.0139923	-0.0354653
NA18606	1	0.00433316	0.0456287	0.0241467	0.0240621	0.0246493	-0.0145147	0.0138415	0.0381049	-0.0375629	0.0788046
NA18608	1	-0.0285449	0.06932	-0.00054427	-0.0126357	-0.0175336	-0.0263882	0.0806504	-0.0200832	-0.0411042	-0.0496082
NA18609	1	-0.0298139	0.0719699	-0.00781367	0.0129642	0.0111975	-0.0445806	0.0326359	-0.0306027	0.0230093	-0.0511848
NA18610	2	-0.0227544	0.0601073	-0.00399082	0.00966767	0.0207624	0.00743524	-0.0057478	0.0221497	0.00879806	-0.0294258
NA18611	1	-0.0313869	0.0657616	0.0204948	0.0089549	-0.00236442	-0.0173253	0.0195249	0.00693445	-0.0142699	-0.00230005
NA18612	1	-0.0317393	0.0683494	-0.00714391	0.0600389	-0.022299	0.00201883	0.0569035	0.0140355	-0.0298874	0.0308598
NA18613	1	-0.0277039	0.0688681	0.0217571	0.0106674	-0.023396	-0.01335	0.0388462	-0.00335309	0.0766238	0.0115122
NA18614	2	-0.0212227	0.0610017	0.0149847	0.0271502	0.0103014	-0.0163049	0.0295805	-0.013559	-0.0274227	-0.0184729
NA18615	2	-0.0300765	0.0674842	6.33312e-05	0.0107139	0.0157483	0.0147518	0.049201	0.00179484	-0.0115882	0.0157969
NA18616	2	-0.00211432	0.0465248	0.00294227	0.0141966	-0.0209416	0.00273205	0.00573719	-0.00841092	-0.00599101	-0.0144776
NA18617	2	0.000716441	0.0485646	0.0130306	0.0346865	0.00630393	0.008823	-0.0487941	0.00387708	-0.0344328	-0.0193739
NA18618	2	-0.0328826	0.0678349	0.00553725	0.0345971	0.000862462	-0.0151259	0.0711769	0.0174126	0.0344506	-0.0180246
NA18619	2	-0.02905	0.0697317	0.0139075	0.0312674	-0.0182147	-0.0214313	0.101763	-0.0261139	-0.00559673	0.0268468
NA18620	1	-0.0297106	0.0674215	0.00641881	0.010728	-0.00719777	0.0139546	0.0536004	-0.00131354	-0.00616146	-0.0465435
NA18621	1	-0.0328262	0.0682431	0.0244059	0.0102576	0.00978141	0.000435332	0.0505104	0.00219928	-0.0238909	-0.0208779
NA18622	1	-0.0198265	0.0700652	0.00809999	0.0233208	-0.00134697	0.0133508	0.0310962	-0.00603456	0.0209187	-0.00579967
NA18623	1	-0.0320352	0.065255	0.00697395	0.0271717	-0.0101976	-0.0505559	0.00545714	-0.0255793	-0.0324998	-0.0333478
NA18624	1	-0.0237876	0.0674382	0.00203094	0.0398	0.00460942	-0.00557247	0.0107409	0.0148125	0.0150579	0.017095
NA18625	2	-0.0303952	0.0693753	-0.00944347	0.0146949	-0.0293403	-0.0340849	0.057777	0.0341389	0.0384953	-0.0491362
NA18626	2	-0.0313914	0.0660105	-0.0101125	0.0201042	-0.0249595	-0.0273644	0.0629893	-0.0362366	-0.0482517	0.00113043
NA18627	2	-0.00319431	0.046611	0.00901252	0.00729876	-0.00578751	0.0184568	-0.0136532	0.0124185	0.0220139	-0.0231163
NA18628	2	0.0263866	0.00776427	-0.00335889	0.00468013	0.0151727	0.0314871	-0.0238359	-0.0133063	0.0352206	0.020197
NA18629	1	-0.0123608	0.0589855	0.0113507	0.0339945	-0.00384023	-0.0212043	0.0187376	-0.00667213	-0.0117025	-0.0370103
NA18630	2	0.00945186	0.0287362	0.0163515	0.000107152	0.00804692	0.0437761	0.0134748	0.0173122	-0.0089553	-0.0618821
NA18631	2	-0.0111597	0.0524718	0.00367005	0.00263448	0.00176914	-0.00492888	0.00453402	0.00960016	-0.0255383	-0.0558887
NA18632	1	0.00122573	0.0406855	-0.00166718	-0.0304619	0.0158397	0.002158	-0.0246944	-0.0400311	-0.0239689	0.0325287
NA18633	1	-0.0200981	0.0546286	-5.78757e-05	0.00163143	-0.0025411	-0.00761354	0.017818	0.00774571	-0.0544363	0.0110595
NA18634	2	-0.00569311	0.0428484	-0.00403537	-0.000313991	0.0119748	0.00963732	-0.0189116	0.0204039	0.0350363	0.00347613
NA18635	1	-0.0340479	0.0705375	0.00609583	-0.0033184	-0.00198187	-0.00560519	0.049739	-0.0220642	-0.00788106	-0.0332343
NA18636	1	0.00705633	0.0331771	-0.00927005	-0.0134878	0.00907175	0.0289851	-0.0445756	-0.0186602	0.00859851	0.0084628
NA18637	1	-0.00502938	0.0499974	-0.0020499	0.0194405	-0.0217609	0.00919368	-0.0082379	0.0140921	0.019163	-0.0313694
NA18638	1	-0.00433489	0.0451807	0.0190507	0.0387148	-0.0111325	0.0360471	0.0117576	-0.0685564	0.00587894	-0.0110058
NA18639	1	0.00525511	0.0380547	0.0054274	0.00532956	0.00230579	0.0273349	0.0164028	0.0267244	-0.0270619	-0.0218384
NA18640	2	-0.0291274	0.0657159	0.0216454	0.0210129	0.0123404	-0.0271371	0.00964806	-0.00624728	-0.00684495	-0.0219612
NA18641	2	-0.0219659	0.0664421	0.0143171	0.0189421	-0.0071696	-0.00788024	0.0204967	0.00605352	0.00514097	-0.0097609
NA18642	2	-0.0306542	0.0671125	0.00716872	0.0267239	-0.00712685	-0.0224895	0.124867	-0.0360972	0.0570351	-0.030968
NA18643	1	-0.0305658	0.0705116	-0.000703398	-0.00791535	0.00549434	0.0114079	0.111295	-0.00413915	0.0123355	-0.0143464
NA18644	2	-0.00986801	0.0508559	0.00776328	-0.0113737	-0.00178244	0.0188931	0.0227975	-0.029495	0.0298749	-0.00683755
NA18645	1	-0.00721639	0.0543258	0.00789679	0.00355933	0.00765867	0.000807471	-0.0177229	-0.0215851	-0.000600637	0.0286303
