IID	Sex	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01513	2	-0.0320354	-0.000254143	0.0701255	-0.0114067	-0.0365435	-0.000508509	-0.0187145	-0.0444114	-0.000379234	0.0209575
HG01515	1	-0.0304907	-0.0068601	0.167235	0.00813193	-0.0100677	-0.0216693	-0.00707047	-0.000302482	0.0502931	-0.00161318
HG01516	2	-0.0312678	-0.0146781	0.152573	-0.0190846	-0.0160302	0.00606207	-0.0148234	-0.0145609	0.00779209	-0.0171898
HG01518	1	-0.0307001	0.00392517	0.122698	-0.00721642	0.00032866	-0.0298602	-0.0217283	0.0176761	0.0176212	-0.0357232
HG01519	2	-0.0306187	-0.00152073	0.137154	0.000971861	0.0235666	0.0075111	-0.0216292	-0.0670498	0.0517164	0.0318609
HG01521	1	-0.0315153	-0.00467434	0.185012	-0.00572701	0.00464743	-0.052275	-0.0168176	-0.00830136	0.0776511	0.0386737
HG01522	2	-0.029776	-0.00745008	0.177307	-0.0220825	-0.00120509	0.00130059	-0.00953714	-0.0221349	0.0745239	0.0192838
HG01524	1	-0.0353064	0.0216984	0.0572618	0.0180104	-0.0593201	0.0101667	0.0231042	0.0122665	-0.0390994	-0.029459
HG01525	2	-0.0363151	0.0202087	0.0499011	-0.0221761	0.0155612	-0.0475322	-0.0445523	-0.0776855	-0.051224	-0.0522072
HG01527	1	-0.0356736	0.0179645	0.0639856	0.0180935	0.0295855	0.00892642	0.0156422	-0.0721329	-0.00630081	-0.0393231
HG01528	2	-0.0340327	0.0123774	0.0553109	-0.0288657	0.0139493	-0.000933771	0.025229	0.0205761	0.00712138	-0.00298387
HG01530	1	-0.0349322	0.0219834	0.0769102	-0.00855239	0.0050995	-0.0147891	0.0220246	0.00521931	-0.0125809	0.0397566
HG01531	2	-0.034174	0.0141365	0.0526508	-0.0225281	0.0201054	0.0242175	0.0089824	-0.0600885	0.0744374	-0.0170633
HG01536	1	-0.0292595	0.000191358	0.060762	-0.0119472	0.000844224	-0.00943427	0.00823399	-0.0231226	-0.0474649	-9.87525e-05
HG01537	2	-0.0328022	0.00420624	0.0456515	0.0165597	-0.0179701	0.000386689	0.0285493	-0.0360266	0.0617833	0.0814883
HG01602	2	-0.0314898	0.0261238	0.0492873	-0.0149505	-0.020508	0.0010105	-0.0130199	0.0927464	-0.0515841	-0.0335142
HG01603	1	-0.0321208	0.00627574	0.051416	0.0433853	-0.0447105	-0.0499494	-0.0151591	0.0129649	-0.00730568	-0.032785
HG01605	2	-0.0326573	0.00490905	0.0728728	0.00635847	-0.0248475	-0.0430698	-0.000620093	0.0135567	0.0525307	0.0707796
HG01606	1	-0.029879	0.0045966	0.0640249	0.00850106	0.00105141	-0.00775673	0.0227876	0.0116971	-0.0456618	0.0034368
HG01607	2	-0.0339472	0.0118377	0.0590186	0.00591347	0.0320435	0.0090125	0.0187508	0.000542152	-0.0164897	-0.0330046
HG01608	1	-0.0339111	0.0123606	0.0813046	-0.00158642	-0.0125339	-0.0513555	-0.00693024	-0.105745	0.0368505	-0.0227681
HG01610	1	-0.0351238	0.0276723	0.0766772	0.00416702	-0.01379	-0.00975629	-0.0418407	-0.0176322	-0.062383	-0.01248
HG01612	2	-0.0317861	0.0187525	0.0649433	0.00575841	0.0280577	-0.043568	-0.00749965	0.0476868	0.0580473	-0.103857
HG01613	2	-0.0331757	0.018052	0.046833	-0.0104871	-0.0284366	0.037928	0.0434522	0.014751	-0.0109401	0.0520735
HG01615	1	-0.0312634	0.0155448	0.0380279	-0.00137811	-0.0428288	0.0197967	0.0114081	0.0114309	-0.0439535	0.101833
HG01617	1	-0.0359749	0.0285446	0.0790685	-0.0142018	-0.0129913	-0.0160729	0.0240639	0.00924604	0.0286779	-0.0104994
HG01618	2	-0.0330424	0.0143067	0.0752962	-0.00998371	-0.0207429	0.0171752	-0.00445024	0.0206379	-0.0311383	-0.0214401
HG01619	1	-0.0335918	0.0123511	0.077062	-0.00659654	0.00452326	0.00514846	0.0196626	0.0524302	0.0829005	0.0167468
HG01620	2	-0.0322951	0.0147291	0.0843975	-0.000645986	0.0121209	0.0216375	-0.0351819	0.0428807	-0.0174585	-0.00928232
HG01623	2	-0.0375077	0.0254036	0.0780796	-0.015383	-0.0109739	-0.0145091	0.0402164	-0.000711599	0.0456386	-0.0726663
HG01624	1	-0.0381322	0.0201102	0.0664841	0.00140564	0.0569281	0.0215772	-0.0415192	-0.0219179	-0.0452428	0.0135652
HG01625	1	-0.0305047	0.00541232	0.0363074	-0.0162541	-0.0426813	0.0387668	4.92636e-05	-0.00471083	-0.0603928	0.0337242
HG01626	2	-0.041246	0.0348835	0.000897383	-0.0181918	0.00976567	0.0399472	-0.0261157	-0.0807275	-0.0136726	-0.00542012
HG01628	2	-0.0428537	0.0538912	0.0647836	-0.0156182	-0.00985246	0.0136101	0.0147692	0.0121383	-0.0745955	-0.0589848
HG01630	1	-0.0443386	0.0310023	0.0577914	-0.00914198	-0.0240188	0.0141403	-0.00923304	-0.0390056	-0.136574	-0.00656786
HG01631	1	-0.0381306	0.0091086	0.0312103	-0.0193711	0.011073	-0.0176161	0.0656776	0.00894684	-0.0223798	-0.0358018
HG01632	2	-0.0318139	0.029355	0.0317993	-0.021521	-0.0264222	-0.0355742	0.0420744	0.0660246	-0.0042284	-0.0596996
HG01668	2	-0.0287168	0.0119183	0.0672801	-0.0161869	0.0032733	-0.0164317	-0.0559102	0.0222461	0.00515437	-0.0497489
HG01669	1	-0.0312013	0.0267857	0.076569	0.0113489	-0.0424194	-0.022176	0.0262535	0.0580302	-0.0778073	0.0313129
HG01670	2	-0.0319443	0.0155444	0.0460008	-0.0115767	-0.0294159	0.00322211	-0.0577813	-0.021358	-0.0580001	0.0591603
HG01672	1	-0.026564	0.00636493	0.0370584	0.00608042	-0.0210521	-0.0123534	0.00522451	-0.0115536	0.10752	0.0347645
HG01673	2	-0.0358331	0.00883583	0.0708037	-0.0140579	0.0120824	0.0373404	0.0311381	0.0383046	0.0227875	-0.0128803
HG01675	1	-0.0357906	0.0094905	0.102614	-0.00450442	-0.0155955	-0.0379044	-0.0369261	0.00396883	0.0251323	-0.00599935
HG01676	2	-0.0338319	0.00362481	0.0904093	0.0110492	-0.00744634	0.00729108	0.00809317	0.0450372	0.0029958	-0.0151616
HG01678	1	-0.0345566	0.0141731	0.0930994	0.00697538	-0.0150076	0.019044	0.0240033	0.045542	-0.0610608	0.00163812
HG01679	2	-0.0341257	0.00736563	0.0725379	0.0172203	0.0166742	0.0479425	0.0291959	0.0244717	0.0398252	0.0139567
HG01680	1	-0.029001	0.0164624	0.0844316	-0.00853226	0.0371461	-0.0141435	-0.00241316	0.0353113	-0.0249245	-0.024633
HG01682	1	-0.0354148	0.00540104	0.0773406	0.00436885	0.00660935	-0.0148016	-0.0305592	-0.0856293	-0.0123764	0.0180026
HG01684	2	-0.0300744	0.00997844	0.0901	-0.00293154	0.0242512	-0.0507292	0.0414941	-0.0158268	0.00934527	-0.010795
HG01685	2	-0.0300689	0.0257326	0.0396713	-0.00379185	0.0236413	0.00331571	0.00880403	0.0323652	-0.049541	-0.0643403
HG01686	1	-0.0289331	0.00261535	0.0497137	-0.0212728	0.0114991	-0.00268108	0.0117333	0.0249244	-0.0171149	-0.00671669
HG01694	1	-0.0376506	0.0358422	0.0511573	-0.00776787	-0.0152731	0.0292017	0.0150811	0.0928009	-0.0524959	-0.0019732
HG01695	2	-0.036619	0.0323612	0.073343	-0.00933078	-0.0116931	0.043941	-0.0385439	-0.00475766	-0.0835995	-0.00318857
HG01697	2	-0.0359724	0.0231811	0.070431	-0.00620631	-0.00782494	-0.0217732	-0.00567747	0.0348876	-0.0542093	-0.0546064
HG01699	1	-0.0392104	0.0170923	0.0837864	0.0207799	-0.00778275	-0.0127983	0.0194213	0.0643122	-0.00435578	0.0414666
HG01700	1	-0.0310162	0.00456527	0.182753	-0.0116961	-0.0176522	-0.0707665	0.0158222	-0.0351894	0.0193982	0.0428094
HG01702	2	-0.0332077	-0.0118869	0.178257	0.0110852	-0.0121841	-0.0376487	-0.0347998	0.00400988	0.0290188	-0.0370981
HG01704	2	-0.0339826	0.0216322	0.0390244	0.0248836	0.00895199	0.023544	0.0360985	0.0877189	0.00610961	-0.0185068
HG01705	1	-0.0341856	0.0181072	0.0440218	-0.00870424	0.00644329	-0.00281013	0.0284626	-0.0152964	-0.0792442	0.00860026
HG01707	2	-0.0316967	0.0169179	0.053277	0.000103805	0.0194927	0.0140578	-0.0138684	0.0807593	-0.00450133	-0.0070469
HG01708	1	-0.0290116	0.0113582	0.0512131	0.00131858	-0.00594027	-0.00513987	0.0230469	-0.00862382	-0.0474079	0.101771
HG01709	1	-0.034403	0.0186636	0.0414311	0.0132902	0.00932403	-0.0452397	0.0323568	0.0211372	-0.0186586	-0.0816144
HG01710	2	-0.0326716	0.0112196	0.0350598	-0.00453966	0.0160917	0.00908965	-0.0076443	0.0594201	-0.0388122	-0.0263457
HG01746	2	-0.0328163	0.00826143	0.087139	0.00427028	0.0126465	-0.00336676	-0.0513479	-0.0173549	-0.0212305	0.0593691
HG01747	1	-0.0373763	0.0124858	0.101069	0.0196352	0.0200413	0.00333733	0.0133971	-0.0310362	0.0144556	-0.010598
HG01756	1	-0.0347329	0.015698	0.0682145	-0.0156433	0.0284006	0.00781788	-0.00656631	-0.0920484	-0.0169673	-0.0884293
HG01757	2	-0.0368166	0.0276846	0.0547844	-0.0231827	0.00565964	0.0154508	-0.0388149	-0.0595111	-0.0376998	-0.0638814
HG01761	1	-0.0356245	0.0125197	0.0648689	-0.00541769	-0.00133114	0.00660401	0.0668353	0.0195651	-0.0283472	-0.00940324
HG01762	2	-0.0295349	0.00220653	0.0679544	-8.75197e-05	0.0085602	0.00493709	0.00442921	0.015373	-0.0470796	0.0681585
HG01765	1	-0.0335931	0.016386	0.0858368	-0.000272973	0.0104556	0.0110407	-0.0291523	0.00744337	0.0319157	0.0369527
HG01766	2	-0.0376514	0.0202818	0.082096	-0.00336774	-0.0121812	0.00347598	0.0571185	0.0475483	-0.00314695	0.00641515
HG01767	1	-0.0379946	0.0287244	0.0588172	-0.013562	0.00984161	-0.0067822	0.0226569	0.010573	-0.0119095	-0.0422516
HG01768	2	-0.036065	0.0115123	0.0627446	0.000162334	-0.015145	0.001428	0.0157955	0.0207893	0.000369864	0.0347466
HG01770	2	-0.0349831	0.00956906	0.0690105	-0.00320428	0.0268976	-0.0145224	-0.0276951	-0.0146651	0.00528132	0.00961396
HG01771	1	-0.0318087	0.0160692	0.0896801	-0.0130936	-0.00927009	-0.0255702	-0.00374736	0.0347444	0.0352584	0.0393237
HG01773	2	-0.034264	0.00678841	0.0752579	-0.0200903	-0.00753309	-0.0118808	-0.00323488	-0.0164499	-0.00239154	0.046525
HG01775	1	-0.0320161	-9.84459e-06	0.0626362	-0.0125193	-0.0309987	-0.0138525	0.00704478	0.0301456	0.0300823	-0.00249464
HG01776	2	-0.0306621	0.00354656	0.0827304	-0.020548	-0.0190988	0.0145708	0.0284533	-0.024096	0.0248116	-0.00902339
HG01777	1	-0.0319212	0.00429695	0.0737078	-0.0350984	-0.0364766	0.00824008	-0.014857	0.00142338	-0.0244007	-0.0245012
HG01779	2	-0.0310774	0.0027016	0.0714827	-0.00503414	-0.00957039	0.0276682	-0.0114825	-0.0552911	-0.0539404	0.0766257
HG01781	1	-0.0324143	0.0116697	0.0751162	0.00389533	-0.0220053	0.00813345	-0.0324117	-0.0144828	-0.0283992	0.0459761
HG01783	1	-0.0326668	0.0174208	0.0643767	-0.0312394	0.0141627	0.0039035	0.0611132	0.0014234	0.00881338	-0.0343707
HG01784	2	-0.0349912	0.0144683	0.0648133	-0.0248278	0.000733329	0.0177974	-0.0326702	0.035767	-0.0228355	-0.00439296
HG01785	1	-0.0251229	0.00869579	0.0353674	-0.0169727	-0.0397247	-0.0159354	0.0314555	-0.00957142	0.0393468	0.00160917
HG01786	2	-0.0312185	0.00259162	0.0575402	0.000278718	-0.027876	-0.0160641	-0.0343597	-0.0575817	-0.056319	-0.0159036
HG01789	1	-0.00134579	-0.0627745	0.0114984	0.0261599	-0.0227582	-0.0466459	-0.0134189	0.0412417	-0.0626737	-0.0491469
HG01790	2	-0.00312586	-0.0501115	-0.0181728	0.00432992	0.010623	0.00394234	0.0564364	0.0613258	0.0383099	-0.0242375
HG01791	1	-0.00305955	-0.0506512	-0.00340364	-0.00401233	-0.0159841	-0.00716708	0.00730512	-0.031577	0.0458298	0.0644763
HG02215	2	0.00135127	-0.0528549	-0.00368758	0.0279766	-0.00216618	-0.0288061	-0.0196761	0.0243114	0.00977941	0.0301368
HG02219	1	-0.03407	0.00558832	0.0371389	-0.00810939	0.0125959	-0.0518917	-0.0106355	-0.0607446	0.0430001	-0.0465972
HG02220	2	-0.0289114	0.0159087	0.0432636	0.01523	-2.32723e-05	0.0532082	0.00110853	0.00257789	0.0320645	0.00104363
HG02221	1	-0.0333065	0.0126578	0.0638101	-0.00424677	0.00393538	0.062003	0.00144319	-0.000359788	0.0449723	0.0388676
HG02223	2	-0.0304621	-0.00063797	0.0557622	-0.011703	0.00528539	0.0388594	0.026741	0.0182196	0.0648155	0.0370384
HG02224	1	-0.027198	0.00417088	0.0417045	0.000736839	0.0376886	-0.0173994	-0.0309309	0.0450475	0.0169623	0.0397569
HG02230	2	-0.0305913	-0.00302371	0.0316705	-0.00961719	0.0286485	-0.0352247	0.0495577	0.0266174	0.0292109	0.0176363
HG02231	1	-0.0286114	0.0103293	0.0151024	-0.021595	-0.00255687	0.0341851	-0.066786	-0.0140276	0.0198419	-0.00156977
HG02232	2	-0.03509	0.0226775	0.0713202	-0.0101786	-0.0425762	0.0279752	0.0482867	0.00809739	-0.0278443	0.0204457
HG02233	1	-0.0370159	0.026854	0.054047	-0.0334489	0.00881277	-0.00311148	-0.00845264	0.00845228	0.0337387	-0.0183725
HG02235	2	-0.0338593	0.019311	0.0681321	-0.0469557	-0.0426631	0.0300985	0.050704	0.0717583	0.0415452	-0.0127331
HG02236	1	-0.0307913	0.0146772	0.0493229	0.000423445	0.0210144	0.00412813	-0.00699519	-0.00967585	0.00987201	0.00346327
HG02238	1	-0.0348811	0.0145525	0.0846765	-0.0279346	0.00031199	0.0198632	0.0378001	0.0181724	-0.0548036	0.00470282
HG02239	2	-0.0347521	0.0318219	0.048507	-0.0153299	0.0157288	0.00493931	0.0379641	0.0187736	0.0245993	-0.0580304
NA06984	1	-0.00204976	-0.0492539	-0.0113355	0.0414528	-0.0205281	-0.0423061	-0.0124553	0.0363176	-0.0599842	-0.0522537
NA06985	2	-0.00287935	-0.0465897	-0.0274566	0.0243455	0.026582	0.0186995	0.01309	0.00931443	0.0422696	0.0199989
NA06986	1	0.000127354	-0.0613071	-0.0124138	0.0131258	-0.00487051	0.012337	0.0347178	-0.0187554	0.0464877	-0.0162951
NA06989	2	0.00161537	-0.0590914	-0.0153325	0.0360026	-0.0136176	-0.000905679	0.0475324	0.0372054	-0.0186827	0.0484758
NA06994	1	0.00291001	-0.0551652	-0.0212039	-0.00426791	0.0369259	0.00306078	-2.75586e-05	0.0166781	-0.000671651	0.00504068
NA07000	2	0.00567871	-0.0442906	-0.0118825	0.00649841	0.0162284	0.0216307	-0.0280259	0.0086977	-0.00437402	0.0387561
NA07037	2	-0.00339558	-0.0473301	-0.0205333	0.0390906	0.0129893	0.00728247	-0.0632771	-0.00766123	-0.00376659	0.0116016
NA07048	1	-0.000324475	-0.0587533	-0.00185603	0.0365137	-0.0151502	-0.015926	0.0433314	0.0274954	0.0230472	-0.022819
NA07051	1	0.00594613	-0.0596316	-0.0040875	0.0291107	-0.010155	0.0894815	-0.0134367	-0.0191445	-0.0508939	0.00389531
NA07056	2	0.00134392	-0.0526041	-0.00766612	0.00965119	-0.00830815	-0.0138686	0.0501277	0.0325927	-0.0778196	-0.0570703
NA07347	1	-0.00554821	-0.0385612	-0.0174543	0.00400462	0.036654	-0.0113326	0.0662908	0.0652473	0.0846001	-0.0549896
NA07357	1	-0.000960344	-0.0484186	-0.0163771	0.0280698	0.0276286	0.0257588	-0.0156885	-0.017405	0.0339137	0.0701482
NA10847	2	0.00470169	-0.0431345	-0.0101484	0.0068002	0.0308923	0.0331935	-0.0492942	0.0434444	0.0642391	-0.00805261
NA10851	1	0.00694086	-0.0575643	-0.0275432	0.0355053	-0.0109254	-0.00760299	0.0117847	-0.0238149	0.0310964	-0.0133442
NA11829	1	0.0123154	-0.0518109	-0.00531125	0.0073348	0.00991641	0.024637	0.0107954	-0.014027	-0.0380306	0.0175561
NA11830	2	0.00752874	-0.0457566	-0.0222203	0.00571451	0.00554291	0.0273237	0.0128262	-0.0552941	-0.065903	-0.0529932
NA11831	1	-0.00248167	-0.0453755	-3.71081e-05	0.0273984	0.0205041	0.0617008	0.0457544	-0.0178901	0.0132863	-0.0800486
NA11832	2	-0.00514005	-0.0294123	-0.0183995	0.0192125	0.0128835	-0.012742	-0.00369895	0.0165839	-0.0492429	-0.0312432
NA11840	2	0.0140202	-0.0363987	-0.00952171	0.00505453	0.0138095	-0.010865	0.0308404	0.0319217	-0.121881	-0.0179717
NA11843	1	0.00339763	-0.0433824	-0.0122669	0.00766093	0.0562263	0.0355688	0.0338394	0.0504547	-0.00417801	0.00925813
NA11881	1	0.00294402	-0.0402136	-0.0140756	0.0196698	0.0329249	0.0067651	0.0468466	0.0139341	0.00517708	-0.0100029
NA11892	2	0.000633634	-0.0407551	-0.0148482	0.0150256	0.0192333	0.00298877	-0.00540256	0.0474587	-0.0465462	0.00737797
NA11893	1	-0.00233089	-0.0480406	-0.0185647	0.0268398	9.10738e-05	-0.0443684	0.00335179	0.043443	-0.030408	0.0337386
NA11894	2	-0.000615096	-0.0555214	-0.0192043	0.0287408	0.000343815	0.00695045	-0.0552961	0.0573326	-0.122166	-0.02694
NA11918	2	-0.00179857	-0.0581432	-0.0175965	0.000233706	0.0422213	0.0110958	-0.00567478	0.00246106	-0.01645	-0.0554156
NA11919	1	-0.00267499	-0.049356	-0.00913656	0.0131104	0.0246386	0.00730927	0.0666148	-0.041305	0.0168803	0.0358211
NA11920	2	0.00237241	-0.0448558	-0.00845851	0.0141822	-0.00314336	0.0590014	0.0411253	-0.0265649	-0.0158262	0.00105116
NA11930	1	0.000513665	-0.0294558	-0.0496419	-0.00652543	0.0337457	0.0113168	0.00740483	0.0554795	-0.0262091	-0.0205949
NA11931	2	0.00133869	-0.0525526	-0.0139217	0.0394586	-0.00214857	0.0240627	0.0596339	0.0895293	0.262706	0.0626798
NA11932	1	-0.00518071	-0.0440983	-0.0237101	0.0352357	0.0551199	0.0346176	0.405618	-0.247532	-0.0907017	0.0876651
NA11933	2	-0.00510192	-0.0422062	-0.0156938	0.0274488	0.0380241	0.051765	0.028197	0.0590976	0.242011	0.128752
NA11992	1	-0.0044245	-0.0396419	-0.0054981	-0.00528393	0.0541011	0.0301519	0.0613099	-0.00378588	-0.0338015	-0.0461228
NA11994	1	0.000847782	-0.0552409	-0.0118611	0.025549	0.0171032	0.0150512	-0.0772028	-0.101756	0.0474661	0.0457176
NA11995	2	0.000576991	-0.0483615	-0.00814219	0.0555671	0.0378137	-0.0195028	-0.0405761	-0.01492	-0.00285614	0.0264392
NA12003	1	0.0170683	-0.0461081	-0.0157881	0.0401216	0.0214849	0.0102433	-0.00396074	-0.00150186	-0.00555001	-0.068284
NA12004	2	-0.00425721	-0.0386291	-0.0106801	0.0152169	0.00428851	0.0361986	0.0366687	-0.0249714	-0.0552059	0.0197019
NA12005	1	-0.000325098	-0.0539785	-0.0127336	0.0319493	0.0137771	-0.00301504	-0.00985619	0.0191467	0.0342364	-0.0204545
NA12006	2	0.00290501	-0.0476694	-0.021232	0.0480209	0.0357965	-0.0182851	-0.0373113	0.00220048	0.0659636	-0.061906
NA12043	1	-0.00194506	-0.0497687	-0.0227119	0.0231567	0.00430283	-0.0330743	0.00112072	-0.00253959	0.0058327	-0.0458572
NA12044	2	5.91203e-05	-0.049989	0.00332516	0.0271654	0.0323222	0.0326877	0.00863281	-0.0459431	3.00192e-05	0.00593838
NA12045	1	-0.00224917	-0.047776	-0.0177512	0.0172294	0.0257882	-0.00415618	-0.0124881	0.0154288	-0.0227346	0.0070013
NA12046	2	0.00657356	-0.0469175	0.000860447	0.0499855	0.0314955	0.0122621	-0.0293192	-0.000354384	0.00266047	-0.0027485
NA12058	2	0.00023626	-0.0525199	-0.010846	0.00718464	0.0100362	-0.0149143	0.0487391	0.0394726	0.0357126	-0.0300412
NA12144	1	-0.00758559	-0.0214981	-0.0253894	0.0016626	0.0325781	-0.00194047	-6.58199e-05	-0.0199768	0.00458099	-0.0409882
NA12154	1	0.00570221	-0.0511023	-0.0411779	0.0350499	0.0243068	0.0355319	0.0494313	-0.0310945	0.0456721	0.0425523
NA12155	1	7.52105e-05	-0.0576624	0.000773939	0.0437516	0.0631729	-0.0055764	0.0118335	0.00876656	0.00766313	0.0389676
NA12156	2	-0.00154188	-0.0632358	-0.00314192	-0.00582915	0.0477045	0.00555372	-0.0045453	-0.00335258	0.00462833	-0.0669779
NA12234	2	-0.00369541	-0.040722	-0.0128701	0.0212155	-0.0181056	0.0274511	0.00521819	0.0408428	-0.00311165	0.0201252
NA12249	2	0.0150026	-0.0512801	-0.024421	0.0489429	0.0172742	0.0409399	0.0231748	0.0406357	0.0244639	-0.0719492
NA12272	1	-0.00661262	-0.0456918	-0.0222464	0.0324187	0.026052	-0.00865146	-0.0203498	-0.0578745	-0.0082173	0.0229686
NA12273	2	-0.0056837	-0.0268386	-0.0206494	0.0120004	-0.0246291	0.0117425	-0.0244942	0.0208963	-0.0584769	-0.0443582
NA12275	2	0.00255716	-0.0386675	-0.00175276	-0.00787044	0.0014119	0.00648942	-0.000977982	0.0498949	0.0547542	0.0293746
NA12282	1	-0.00618732	-0.0287613	-0.0283087	0.0119813	0.0120444	0.0324146	0.0209264	0.0187332	-0.0704857	0.00110701
NA12283	2	-0.00546658	-0.0433684	-0.00367938	0.00984362	-0.0110208	0.0221711	-0.0390988	0.0340719	-0.0364522	0.0429498
NA12286	1	0.00427071	-0.0139957	-0.0315754	0.0138121	0.00873947	0.0159192	0.0124643	0.05421	-0.0563853	-0.0729138
NA12287	2	-0.00410312	-0.042328	-0.0139861	-0.0146902	-0.0101863	-0.00117813	0.0570933	0.0360393	-0.050375	-0.0514312
NA12340	1	-0.00179273	-0.0492924	-0.0344422	0.047317	0.0231276	0.0397836	-0.00613498	-0.00458752	-0.0185774	0.0159097
NA12341	2	0.0014534	-0.0453131	-0.0173847	0.0387777	-0.0051107	-0.0373538	-0.00485924	0.0369518	-0.0125269	-0.0120922
NA12342	1	0.000577219	-0.0599447	-0.0175718	0.0473401	0.0617689	0.0626246	0.0226852	0.0580953	0.0227555	-0.0699246
NA12347	1	0.00865807	-0.0532439	-0.0277792	0.0512588	0.0154388	0.0146346	0.0911083	-0.0165837	-0.025542	-0.111266
NA12348	2	0.00398264	-0.0498794	-0.0198785	0.0239134	-0.0179507	-0.0179755	-0.032564	0.0337773	0.0731481	0.063986
NA12383	2	-0.00680681	-0.0407582	-0.0281374	0.0365586	0.0621439	-0.00923901	0.398638	-0.267942	-0.0838051	0.0781264
NA12399	1	-0.00321411	-0.0584441	-0.00269801	0.0262847	0.0299067	0.0151181	0.0297881	-0.00269175	0.0114337	0.0158678
NA12400	2	-0.00446034	-0.0467848	-0.00371451	0.031949	-0.0157078	0.0206877	-0.0134968	-0.00531527	-0.0346069	-0.00559487
NA12413	1	-0.00828458	-0.020189	-0.0146723	0.028153	-0.00717059	-0.00441573	-0.00828288	0.0739188	-0.0111441	0.0354814
NA12414	2	0.00261852	-0.0557315	-0.00629178	0.0231331	0.0488943	9.399e-05	-0.0851773	-0.0951919	0.0183537	-0.0127796
NA12489	2	-0.000392408	-0.0565355	-0.0127952	0.0307638	0.0125265	-0.012194	0.0329937	-0.0651836	0.0512216	-0.0258608
NA12546	1	-0.00120904	-0.0381125	-0.0403006	0.0191121	0.00904831	0.0260082	-0.0258365	0.0319182	-0.0438945	0.00984357
NA12716	1	0.00372853	-0.0494522	-0.0253841	0.0503076	0.0131498	0.00368071	-0.0507805	0.0238669	-0.0179632	-0.00636085
NA12717	2	0.0015313	-0.0401736	0.00476634	0.00050922	0.0137681	0.0342418	0.105684	0.034291	-0.0101689	0.0495846
NA12718	2	-0.000755484	-0.0407368	-0.00872418	0.0159601	-0.0264019	0.0231605	-0.00257175	-0.022728	0.0604915	0.0105396
NA12748	1	0.00270017	-0.0500084	-0.0240865	0.0368435	-0.00060133	0.0402107	-0.0849714	-0.0450652	0.158209	-0.0186622
NA12749	2	-0.00305163	-0.0516005	-0.0120542	0.0479446	0.0394278	0.0291548	-0.0392809	-0.0969453	0.0274092	0.0178992
NA12750	1	-0.00302935	-0.0366241	-0.0266702	0.0611034	0.02561	-0.00608881	-0.0182225	-0.029272	-0.0249478	-0.00391374
NA12751	2	0.00419065	-0.0581027	-0.0278837	0.0356222	0.0220875	0.0271084	0.0879624	0.0541701	0.00457696	-0.0414919
NA12760	1	-0.00224359	-0.0433107	-0.0338027	0.0377945	0.0655545	0.102227	-0.0999236	-0.104947	-0.0813367	0.145684
NA12761	2	0.000689363	-0.0509838	-0.00711173	0.0397085	0.023932	0.0163678	-0.0423408	-0.0340683	0.0362187	0.010933
NA12762	1	0.00105372	-0.0501499	-0.0275181	0.0318096	0.00977093	0.0260449	0.0578106	-0.0320117	-0.0104932	0.0110533
NA12763	2	-0.00135468	-0.0362338	-0.0182018	0.0153489	0.0418715	0.0167299	0.0166914	-0.0157844	0.00654184	0.00905432
NA12775	1	0.00161756	-0.0508622	-0.0167723	0.0166033	0.00917643	0.03585	-0.047355	-0.0170066	-0.00401518	-0.0306641
NA12776	2	0.00909154	-0.055491	-0.00635734	0.0200377	0.0150256	0.0248172	0.00979858	0.0154197	-0.0240726	-0.038395
NA12777	1	-0.00133009	-0.0582777	-0.0205534	0.0207818	0.0273725	-0.032322	-0.0438197	-0.0359408	-0.0416504	0.0560305
NA12778	2	0.00175334	-0.0523498	-0.0131165	0.0248965	0.0205269	0.035701	0.0191006	-0.0320195	0.0219995	-0.0319118
NA12812	1	0.000503389	-0.0481061	-0.0110596	0.0389752	0.00397298	0.0189175	0.00249266	-0.0183281	-0.0256635	-0.0413272
NA12813	2	-0.00431233	-0.0511618	-0.016868	0.0198037	0.0148319	0.00213182	0.00385211	-0.00545465	-0.0233558	-0.00641204
NA12814	1	0.00327325	-0.0484672	-0.0252307	0.0190842	0.0331127	0.00745875	-0.00976869	-8.28649e-05	0.0487472	-0.0625005
NA12815	2	0.00730022	-0.0543332	-0.0176135	0.0529496	0.0143113	0.0115174	0.0225981	-0.0385544	0.042719	-0.00778725
NA12827	1	0.000507243	-0.0586418	0.00087712	0.0127656	0.0329223	0.00173584	-0.057742	0.00939926	-0.0517132	-0.037467
NA12828	2	-0.00175357	-0.043085	-0.0120144	0.0205495	0.0115887	0.00750512	-0.0127527	2.05731e-05	0.0394243	-0.0344023
NA12829	1	-0.00319008	-0.0414465	-0.0157583	0.00545507	0.0405481	0.0127213	0.0276173	-0.0597119	0.0171447	-0.00641447
NA12830	2	-0.00256244	-0.0404675	-0.01429	0.0379034	0.0529955	0.0711395	-0.0702366	-0.0779181	-0.0933659	0.16724
NA12842	1	-0.000352597	-0.0500274	-0.0270755	0.037811	-0.00964325	0.0481257	-0.00762875	-0.0331834	0.0384898	0.0125074
NA12843	2	0.00811569	-0.0523529	-0.0185642	0.0345557	-0.00789169	0.0231813	-0.0457621	0.0133299	-0.0415265	0.0196404
NA12872	1	0.000766408	-0.0482905	-0.00536509	0.0257179	-0.00251806	0.0152216	-0.0588593	-0.0947528	-0.0212039	0.010016
